"±â°£","½Ò","¹Ð","¿Á¼ö¼ö","Äá","°úÀÏ","¼è°í±â","µÅÁö°í±â","´ß°í±â","½Å¼±¼ö»ê¹°","³Ãµ¿¼ö»ê¹°","¿øÀ¯","Ä¡Áî","¾îÀ°"
"2018.06",94.83,95.45,108.26,100.06,111.35,90.4,121.11,120.14,97.18,108.4,144.99,108.45,106.85
"2018.07",96.55,95.47,108.95,85.24,103.93,91.39,114.25,129.69,84.18,107.02,144.02,107.1,106.85
"2018.08",97.21,97.17,106.85,86.15,105.95,92.1,113.82,126.84,83.71,107.55,142.78,107.38,114.34
"2018.09",97.21,94.84,106.34,84.86,104.78,93.55,117.85,108.84,76.98,102.76,152.11,107.22,114.34
"2018.10",97.21,95.26,105.62,87.1,103.44,94.59,118.02,108.18,79.28,104.06,156.37,102.59,117.32
"2018.11",97.21,95.4,106.25,85.56,104.94,96.74,115.04,105.75,87.48,102.24,129.13,96.85,117.32
"2018.12",96.49,95.04,105.85,84.07,103.24,96.46,113.52,100,92.99,101.36,112.9,97.35,117.32
"2019.01",96.99,94.9,106.65,83.64,99.96,96.46,112.23,109.97,92.37,99.27,116.39,96.77,116.04
"2019.02",96.99,94.75,103.43,81.41,99.9,97.66,112.36,113.94,88.53,99.27,127.22,106.19,116.04
"2019.03",96.99,93.24,100.8,80.52,103.03,98.3,126.87,118.68,92.49,100.41,131.84,104.68,116.04
"2019.04",96.99,91.16,100.94,79.86,105.35,99.83,132.76,126.21,86.05,100.41,139.73,104.68,116.04
"2019.05",96.99,90.25,107.04,77.76,113.17,99.9,133.9,129.5,82.85,99.79,136.65,104.68,116.04
"2019.06",98.79,92.55,109.44,84.24,108.8,101.22,131.14,129.5,87.14,99.79,121.68,104.68,117.45
"2019.07",98.79,91.11,107.49,83.86,103.85,99.02,125.8,125.4,86,99.79,124.64,102.61,117.84
"2019.08",98.79,87.84,103.02,83.62,106.71,99.61,123.27,114.14,92.61,105.7,116.47,104.54,116.28
"2019.09",99.09,88.14,104.06,85.19,105.22,97.69,133.95,99.78,91.36,112.95,120.41,104.54,118.41
"2019.10",97.25,93.17,104.41,88.14,98.89,99.36,138.63,100.94,85.28,112.95,116.98,105.06,119.36
"2019.11",96.87,94.03,104.22,86.33,102.21,108.04,138.78,104.04,85.89,114.05,122.1,105.06,119.98
"2019.12",96.49,95.47,106.31,85.84,99.31,100.54,136.14,105.1,88.89,114.05,127.85,106.35,119.36
"2020.01",96.84,97.3,106.87,85.68,98.28,97.8,133.04,111.43,92.13,114.05,126.69,107.48,120.21
"2020.02",96.84,95.79,104.81,83.26,95.35,98.06,126.43,109.17,82.69,114.05,106.82,109.52,118.15
"2020.03",98.26,94.73,98.71,82.22,95.92,98.47,130.61,95.33,84.15,114.73,66.39,109.52,116.35
"2020.04",98.26,94.89,95.53,80.15,98.52,96.23,125.66,94.67,80.97,113.62,40.16,105.95,116.19
"2020.05",98.26,94.06,97.94,79.99,105.19,97.55,123.64,92.7,85.74,114.95,60.01,103.16,116.64
"2020.06",98.62,92.31,99.59,83.25,105.94,91.1,126.77,90.7,96.79,111.71,80.37,99.1,116.16
"2020.07",98.62,93.24,102.91,86.11,99.76,89.03,123.27,85.04,94.13,111.71,85.29,101.08,116.94
"2020.08",98.62,94.31,103.94,89.41,99.88,89.12,122.87,74.28,89.43,110.41,86.67,99.01,115.21
"2020.09",101.67,98.06,115.64,97.29,103.07,91.33,133.14,72.71,82.93,110.41,81.76,99.54,115.62
"2020.10",101.67,105.26,124.1,102.68,98.55,92.38,142.52,79.75,87.4,103.32,80.11,99.54,118
"2020.11",101.67,104.56,125.19,106.72,99.58,97.89,135.87,81,89.34,96.42,85.52,99.54,120.02
"2020.12",101,103.5,128.92,108.38,104.18,96.04,134.97,81,90.51,96.42,98.16,102.55,118.81
"2021.01",101,109.15,138.38,113.97,108.84,98.3,138.05,84.16,90.2,98.32,107.97,103.02,118.62
"2021.02",104.05,110.09,148.57,114.61,103.09,103.37,142.07,88.42,88.44,98.32,119.92,102.55,116.53
"2021.03",104.11,106.76,151.21,117.09,104.96,100.62,150.92,97.62,85.67,98.32,126.91,102.55,114.58
"2021.04",109.94,108.1,156.65,128.69,106.6,106.09,158.56,105.88,86.48,98.32,123.92,117.6,117.6
"2021.05",111.65,114.76,161.94,132.98,110.53,108.75,158.01,103.2,89.37,99.71,130.66,117.6,117.3
"2021.06",111.65,119.8,157.37,131.2,107.06,108.69,155.57,99.18,86.34,99.71,141.02,117.6,117.46
"2021.07",111.65,126.58,161.45,129.33,107.25,109.96,151.36,99.18,88.46,97.14,143.64,119.79,115.93
"2021.08",111.65,142.1,163.75,126.83,108.24,111.58,150.86,106.53,87.58,97.14,136.88,118.15,115.77
"2021.09",113.52,149.16,164.46,124,109.41,112.04,148.75,124.58,95.44,97.09,143.05,120.63,118.61
"2021.10",113.52,149.16,166.87,124,108.76,113.43,149.68,136.89,84.6,94.91,160.73,124.06,118.1
