"기간","곡류","맥류및잡곡","콩류","과실","도축육","가금육","신선어류","냉동수산물","낙농품","수산물가공품","원당","유지","과실및채소가공품","인삼및건강보조식품"
"2016.07",91.15,93.25,101.55,95.77,98.13,0,115.82,100.11,97.61,108.37,105.06,106.35,81.9,111.44
"2016.08",91.15,93.83,98.74,97.54,100.67,0,130.47,98.82,105.16,108.37,116.64,107.33,81.71,111.44
"2016.09",90.31,93.68,101.4,98.68,103.49,0,116.82,101.1,109.52,108.37,121.26,105.37,83.16,111.29
"2016.10",90.31,93.18,100.78,96.73,104.4,0,127.49,100.97,116.67,108.37,129.57,103.17,83.83,110.99
"2016.11",90.31,92.51,101.71,101.65,102.69,0,116.33,102.09,116.95,108.37,123.3,102.51,82.12,110.36
"2016.12",89.81,91.3,101.9,99.82,101.31,0,107.73,105.17,116.14,106.57,123.16,102.59,82.15,109.97
"2017.01",89.81,92.93,102.89,99.45,99.91,0,111.68,105.47,117.92,104.51,135.77,103.48,82.38,110.26
"2017.02",89.81,94.85,101,95.28,98.86,0,112.82,106.02,114.25,104.51,139.02,100.42,83.98,110.39
"2017.03",90.65,93.86,98.46,95.87,100.18,0,118.32,106.61,109.94,104.51,139.49,96.35,84.8,110.19
"2017.04",90.65,91.14,95.09,98.8,99.28,0,121.39,105.7,109.42,102.25,134.31,96.25,85.66,110.18
"2017.05",89.4,90.74,95.24,97.62,100.1,0,103.36,104.48,112.15,100.54,135.79,97.38,84.61,110.2
"2017.06",89.4,90.79,93.1,98.67,99.59,0,109.71,102.86,111.55,100.54,128.47,95.26,83.22,110.63
"2017.07",89.4,95.33,97.95,97.75,98.3,0,105.85,100.91,112.07,100.54,130.66,95.73,84.26,110.78
"2017.08",89.05,93.22,95.87,99.73,96.88,0,106.59,99.05,111.08,100.54,130.66,96.79,84.19,111.28
"2017.09",89.05,93.5,95.51,97.11,96.56,0,100.56,99.64,111.08,100.54,130.66,97.32,84.75,111.94
"2017.10",89.05,93,98.51,96.32,98.66,0,104.53,99.82,111.35,101.46,113.12,96.77,85.73,111.67
"2017.11",95.76,93.08,97.8,106.88,98.09,0,106.32,99.82,110.48,103.79,109.28,96.95,86.38,111.61
"2017.12",96.46,93.47,96.89,108.1,98.4,100,113.3,100.42,98.27,103.79,107.2,96.29,85.98,111.75
"2018.01",96.46,95.69,96.22,109.99,99.98,101.33,107.06,100.42,102.76,106.28,103.37,99.46,86.34,102.04
"2018.02",96.46,98.57,99.15,111.17,100.86,103.64,107.47,101.69,103.03,106.28,102.2,105.16,86.5,102.72
"2018.03",96.46,103.47,104.57,108.4,99.27,107.19,111.42,101.69,104.43,106.28,99.55,108.41,84.48,102.7
"2018.04",96.46,103.88,106.42,119.09,98.16,106.92,113.14,102.44,105.93,105.76,97.57,109.91,81.65,102.85
"2018.05",94.84,104.19,105.45,114.08,98.51,108.5,105.75,104.91,108.46,106.51,96.03,105.56,81.52,102.46
"2018.06",94.84,103.23,100.07,111.35,97.18,120.14,97.18,108.4,108.46,106.86,95.8,100.83,81.75,101.94
"2018.07",96.56,103.68,85.24,103.93,95.15,129.69,84.18,107.02,107.11,106.86,90.21,99.87,80.97,100.63
"2018.08",97.22,102.97,86.15,105.95,94.55,126.84,83.71,107.55,107.39,114.36,87.8,94.98,77.55,99.98
"2018.09",97.22,101.79,84.87,104.78,96.59,108.84,76.98,102.76,107.23,114.36,86.39,93.34,77.67,99.94
"2018.10",97.22,101.49,87.11,103.44,97.28,108.18,79.28,104.06,102.6,117.33,89.21,92.81,77.89,99.61
"2018.11",97.22,101.94,85.57,104.94,97.06,105.75,87.48,102.24,96.85,117.33,87.76,91.44,78.22,99.55
"2018.12",96.5,101.56,84.08,103.24,96.19,100,92.99,101.36,97.36,117.33,87.68,92.48,78.55,99.77
"2019.01",97,102.03,83.65,99.96,95.69,109.97,92.37,99.27,96.78,116.05,93.81,94.14,79.96,100.2
"2019.02",97,99.9,81.42,99.9,95.93,113.94,88.53,99.27,106.2,116.05,93.26,93.57,79.72,100.48
"2019.03",97,97.69,80.53,103.03,100.74,118.68,92.49,100.41,104.69,116.05,91.91,92.24,79.55,100.64
"2019.04",97,97.04,79.87,105.35,102.76,126.21,86.05,100.41,104.69,116.05,92.26,90.55,82.3,100.62
"2019.05",97,100.62,77.77,113.17,102.2,129.5,82.85,99.79,104.69,116.05,90.37,93.16,82.16,99.86
"2019.06",98.8,102.97,84.25,108.8,101.37,129.5,87.14,99.79,104.69,117.46,91.99,93.65,81.83,99.66
"2019.07",98.8,101.21,83.87,103.85,98.84,125.4,86,99.79,102.62,117.85,91.11,93.15,86.14,99.83
"2019.08",98.8,97.18,83.63,106.71,98.53,114.14,92.61,105.7,104.55,116.29,90.66,93.8,86.7,98.93
"2019.09",99.1,97.95,85.2,105.22,101.4,99.78,91.36,112.95,104.55,118.42,89.67,94.51,87.32,98.68
"2019.10",97.26,99.98,88.15,98.89,103.95,100.94,85.28,112.95,105.07,119.37,89.21,96.4,86.95,98.76
"2019.11",96.88,100.16,86.34,102.21,108.24,104.04,85.89,114.05,105.07,119.99,90.61,99.44,87.03,99.11
"2019.12",96.5,102.01,85.85,99.31,103.81,105.1,88.89,114.05,106.37,119.37,91.7,104.4,86.95,99.13
"2020.01",96.85,103.02,85.69,98.28,101.09,111.43,92.13,114.05,107.5,120.22,93.57,99.9,87.03,99.54
"2020.02",96.85,101.16,83.27,95.35,98.93,109.17,82.69,114.05,109.54,118.16,94.68,97.01,86.19,99.2
"2020.03",98.27,96.89,82.23,95.92,99.87,95.33,84.15,114.73,109.54,116.36,92.46,94.36,85.48,99.11
"2020.04",98.27,94.91,80.16,98.52,96.56,94.67,80.97,113.62,105.97,116.19,92.33,91.19,81.3,101.41
"2020.05",98.27,96.15,80,105.19,97.19,92.7,85.74,114.95,103.18,116.65,97.33,92.21,80.66,101.23
"2020.06",98.63,96.58,83.26,105.94,94.99,90.7,96.79,111.71,99.12,116.17,94.64,95.58,81.05,101.38
"2020.07",98.63,99.04,86.12,99.76,93.4,85.04,94.13,111.71,101.09,116.95,92.12,99.24,79.87,101.76
"2020.08",98.63,100.08,89.42,99.88,94.23,74.28,89.43,110.41,99.03,115.22,91.4,102.25,78.76,102.14
"2020.09",101.68,108.91,97.3,103.07,100.1,72.71,82.93,110.41,99.56,115.63,92.15,109,79.29,102.74
"2020.10",101.68,116.87,102.69,98.55,103.88,79.75,87.4,103.32,99.56,118.01,93.7,111.38,79.18,103.25
"2020.11",101.68,117.32,106.74,99.58,105.44,81,89.34,96.42,99.56,120.03,96.31,118.02,78.45,103.81
"2020.12",101.01,119.33,108.39,104.18,104.66,81,90.51,96.42,102.57,118.82,97.39,124.71,78.91,104.2
"2021.01",101.01,127.4,113.98,108.84,106.73,84.16,90.2,98.32,103.04,118.63,105.59,128.98,79.95,104.53
"2021.02",104.06,134.23,114.62,103.09,111.17,88.42,88.44,98.32,102.57,116.54,107.87,135.2,80.18,104.64
"2021.03",104.12,134.74,117.1,104.96,114.13,97.62,85.67,98.32,102.57,114.59,106.73,138.78,80.18,104.33
"2021.04",109.95,138.7,128.7,106.6,119.95,105.88,86.48,98.32,117.63,117.61,105.71,147.26,80.69,105.27
"2021.05",111.66,144.45,132.99,110.53,122.04,103.2,89.37,99.71,117.63,117.31,111.18,150.4,80.59,105.78
"2021.06",111.66,143.33,131.22,107.06,122.04,99.18,86.34,99.71,117.63,117.47,118.74,145.91,80.83,105.87
"2021.07",111.66,148.35,129.34,107.25,122.27,99.18,88.46,97.14,119.81,115.94,119.56,145.29,83.61,105.54
"2021.08",111.66,155.37,126.84,108.24,122.79,106.53,87.58,97.14,118.17,115.78,127.79,146.28,92.77,105.55
"2021.09",113.54,158.34,124.01,109.41,122.19,124.58,95.44,97.09,120.65,118.62,128.43,147.12,92.87,105.67
"2021.10",113.54,159.88,124.01,108.76,122.66,136.89,84.6,94.91,124.09,118.11,128.58,144.05,93.45,105.84
