"³â","¿ù","½Ò","Çö¹Ì","Âý½Ò","º¸¸®½Ò","Äá","¶ó¸é","»§","±¹»ê¼è°í±â","¼öÀÔ¼è°í±â","µÅÁö°í±â","´ß°í±â","ÇÜ¹×º£ÀÌÄÁ","°¥Ä¡","¸íÅÂ","Á¶±â","°íµî¾î","¿ÀÂ¡¾î","¿ìÀ¯","´Þ°¿","»ç°ú","¹èÃß","Àü±â·á","µµ½Ã°¡½º","µîÀ¯"
"1988",1,"40.334","","34.377","29.423","15.512","32.604","28.002","16.223","","23.428","33.178","","12.886","15.921","25.546","17.027","50.130","21.649","23.611","18.724","28.595","72.103","37.871","20.681"
"1988",2,"40.768","","34.468","29.423","15.307","32.604","28.002","17.108","","25.738","36.284","","12.886","16.705","30.135","17.372","50.880","21.649","24.368","19.605","28.595","72.103","37.871","20.681"
"1988",3,"41.822","","34.242","29.423","15.307","32.649","28.002","18.287","","26.582","32.797","","12.886","16.582","29.961","18.344","50.880","21.649","23.190","20.649","28.595","71.857","37.871","19.351"
"1988",4,"42.193","","34.196","29.423","15.349","32.604","28.002","19.393","","26.728","30.072","","12.886","16.748","30.273","19.505","50.880","21.615","23.569","20.877","28.595","71.612","37.775","18.673"
"1988",5,"42.938","","34.196","29.423","15.349","32.604","28.002","19.504","","28.561","31.216","","12.886","16.830","29.995","20.162","50.880","21.615","23.063","21.040","28.150","71.612","37.775","18.673"
"1988",6,"43.309","","33.788","29.423","15.390","32.604","28.053","20.094","","30.029","30.072","","14.825","16.953","30.030","21.699","50.880","21.615","21.675","21.040","30.124","71.612","37.711","18.346"
"1988",7,"43.990","","33.380","29.423","15.718","32.604","28.155","20.426","","29.478","33.124","","14.502","16.953","30.030","18.250","48.531","21.615","21.464","21.040","31.607","71.612","34.135","18.195"
"1988",8,"45.043","","33.200","29.423","16.046","32.604","28.155","20.647","","28.231","35.630","","14.251","16.953","30.030","14.017","47.380","21.615","22.390","21.040","35.311","71.612","34.103","18.195"
"1988",9,"45.043","","32.882","29.423","15.964","32.604","28.207","21.347","","28.782","37.645","","13.856","17.324","37.051","13.296","47.981","21.615","28.450","21.040","30.027","71.612","34.103","18.195"
"1988",10,"44.858","","32.384","29.423","15.964","32.604","28.232","21.790","","28.195","36.556","","13.390","16.953","33.715","13.170","47.531","21.615","26.262","19.867","25.976","71.612","34.103","18.195"
"1988",11,"44.733","","32.610","29.423","16.128","32.604","28.232","23.153","","26.655","39.442","","14.897","17.077","33.228","13.892","48.430","21.615","26.809","16.701","28.595","71.612","33.687","17.871"
"1988",12,"44.858","","32.521","29.423","16.620","32.604","29.386","24.334","","27.021","40.043","","15.185","17.448","30.934","15.302","52.629","21.615","29.712","16.604","30.667","69.323","32.858","17.871"
"1989",1,"44.981","","32.656","29.423","16.826","32.604","28.386","24.666","","28.672","45.327","","15.185","17.448","31.594","13.703","60.426","21.615","31.186","17.941","29.136","69.323","32.411","17.871"
"1989",2,"45.043","","32.927","29.423","17.113","32.561","28.463","24.850","","29.001","41.894","","15.185","17.283","34.306","13.013","63.374","21.615","33.500","19.637","29.136","69.323","31.867","17.871"
"1989",3,"45.229","","33.517","29.423","17.154","32.604","28.899","25.181","","26.985","34.758","","15.185","16.830","32.359","12.637","63.374","21.649","34.006","21.626","29.136","69.323","31.867","17.871"
"1989",4,"45.229","","33.426","29.423","17.277","32.604","29.053","25.366","","26.472","35.520","","15.185","19.138","32.290","13.170","63.374","24.728","37.751","23.161","29.136","69.323","31.867","17.871"
"1989",5,"45.229","","34.512","29.423","17.236","32.692","29.079","25.845","","26.288","33.941","","15.185","20.088","33.158","13.766","63.374","26.231","35.395","23.845","38.323","69.323","31.867","17.871"
"1989",6,"45.229","","38.317","29.423","17.113","32.958","29.130","25.772","","25.922","36.882","","17.481","20.294","33.089","12.198","63.374","26.231","29.712","23.845","31.902","69.323","31.867","17.871"
"1989",7,"45.353","","40.401","29.423","17.154","33.046","29.822","25.440","","25.885","41.404","","16.513","20.294","33.089","11.916","58.876","26.373","31.017","23.845","31.161","67.933","31.133","17.871"
"1989",8,"45.415","","40.401","29.423","17.113","33.003","30.130","24.739","","25.519","46.526","","17.195","20.294","33.089","11.414","65.824","26.409","29.923","23.845","33.877","67.933","31.133","17.871"
"1989",9,"45.167","","40.537","29.423","16.908","33.003","29.438","24.961","","25.628","43.202","","17.841","16.500","40.353","11.790","68.173","26.409","33.838","23.845","36.792","67.933","31.133","17.871"
"1989",10,"45.415","","40.446","29.423","16.826","33.003","29.540","24.703","","25.702","38.027","","16.118","15.633","37.990","11.884","63.075","26.409","33.164","18.202","36.891","67.933","31.133","17.871"
"1989",11,"47.149","","41.850","29.423","17.154","33.003","29.463","24.408","","23.868","40.424","","16.297","15.633","38.893","12.448","65.074","26.409","34.006","16.147","34.916","67.933","31.133","17.871"
"1989",12,"47.211","","44.658","29.423","17.523","32.958","29.463","24.371","","23.356","42.658","","16.764","16.789","35.209","13.233","66.324","26.373","34.301","17.094","28.247","67.933","31.133","17.871"
"1990",1,"47.026","","45.654","32.949","17.606","32.958","29.392","24.813","","27.535","46.035","","16.513","18.190","37.190","13.170","61.975","26.373","34.175","17.908","26.965","67.933","30.750","17.871"
"1990",2,"47.521","","47.059","32.949","17.401","32.913","29.392","25.145","","29.478","44.782","","16.513","17.365","37.155","13.138","63.725","26.338","34.132","18.039","26.965","67.933","31.165","17.871"
"1990",3,"47.893","","48.824","32.949","17.483","32.913","29.482","25.699","","30.138","48.432","","16.513","16.994","34.480","13.390","63.274","26.338","34.595","16.701","26.965","67.933","31.165","17.871"
"1990",4,"48.885","","50.002","32.949","17.442","32.958","29.691","26.472","","33.474","47.070","","16.513","17.737","34.480","15.208","63.824","26.195","35.858","17.712","26.965","67.933","31.165","17.871"
"1990",5,"51.052","","50.682","32.949","17.196","32.958","29.691","27.394","","38.718","44.400","","16.513","18.850","34.653","17.561","66.573","26.195","37.499","18.169","32.496","67.933","31.165","17.871"
"1990",6,"51.920","","51.769","32.949","16.498","32.958","29.721","28.057","","42.751","38.407","","18.128","18.933","34.132","20.696","67.723","26.159","35.815","18.169","25.632","67.933","30.782","17.871"
"1990",7,"51.920","","53.355","32.949","16.128","32.958","29.871","27.357","","40.220","40.805","","18.774","18.891","34.132","26.653","64.674","26.124","32.490","18.169","30.521","67.933","30.782","17.871"
"1990",8,"51.115","","59.469","32.949","16.128","32.913","29.871","27.062","","37.838","42.602","","18.307","18.850","34.132","25.337","63.974","26.124","31.102","18.169","36.990","67.933","30.782","17.871"
"1990",9,"50.248","","60.601","32.949","16.046","32.869","30.231","27.873","","42.163","39.008","","18.738","18.108","37.017","28.692","64.674","26.124","37.330","18.169","31.556","67.933","30.622","17.871"
"1990",10,"50.000","","50.048","32.949","16.128","32.869","30.530","27.948","","41.834","39.879","","17.446","18.231","31.665","30.605","63.274","26.124","38.341","22.802","26.124","67.933","30.622","17.871"
"1990",11,"49.752","","47.782","32.949","16.457","32.869","30.710","27.948","","39.304","40.696","","16.441","18.149","29.544","32.267","62.375","26.124","35.016","19.311","24.150","67.933","30.622","17.871"
"1990",12,"50.433","","48.463","32.949","16.703","32.869","30.950","27.873","","39.707","38.681","","16.584","18.645","29.336","32.173","63.075","26.124","34.932","19.996","22.914","67.933","30.622","22.865"
"1991",1,"50.991","","49.368","32.949","16.949","33.091","31.789","29.016","","42.971","41.949","","16.584","23.347","29.787","33.333","66.374","26.124","34.090","22.247","22.965","67.933","30.622","22.865"
"1991",2,"52.292","","50.727","32.949","17.811","33.399","32.568","29.458","","44.144","43.475","","16.584","27.142","31.212","35.810","68.973","26.124","34.973","23.649","22.965","67.933","30.622","22.865"
"1991",3,"52.849","","50.863","32.949","17.565","33.399","32.688","29.717","","43.630","39.716","","16.584","26.523","29.336","34.964","69.722","26.124","33.417","25.673","22.965","67.933","30.622","22.865"
"1991",4,"52.602","","50.547","32.949","17.113","33.399","32.957","30.196","","43.520","45.272","","16.584","26.027","29.718","33.521","71.022","26.124","31.859","27.010","22.965","67.933","30.622","22.865"
"1991",5,"52.540","","50.592","32.949","17.318","33.399","32.957","30.639","","43.741","41.949","","16.584","26.523","29.822","31.325","69.472","26.088","31.102","27.173","22.914","67.933","30.622","22.865"
"1991",6,"52.602","","50.954","32.949","17.277","33.399","33.047","31.082","","46.417","38.191","","23.620","26.481","29.614","31.170","67.373","25.944","28.702","27.173","27.113","67.933","30.622","22.865"
"1991",7,"52.602","","50.999","32.949","17.318","33.444","33.077","31.266","","47.407","35.847","","23.800","26.688","29.614","34.932","61.025","28.807","29.251","27.173","33.237","76.598","30.622","20.782"
"1991",8,"52.602","","50.682","32.949","17.483","33.444","33.107","31.597","","47.663","40.424","","26.312","28.090","29.614","34.807","60.826","31.026","31.059","27.173","41.039","76.598","30.622","20.782"
"1991",9,"52.726","","49.868","32.949","17.565","33.444","33.077","31.855","","47.297","42.167","","27.318","31.431","30.552","32.330","60.376","31.026","35.521","27.173","39.361","76.598","30.622","20.782"
"1991",10,"52.664","","46.016","32.949","17.442","33.399","33.137","32.076","","44.987","42.984","","27.353","33.617","29.614","32.424","60.826","31.026","32.406","26.912","32.692","76.598","30.622","20.782"
"1991",11,"52.602","","43.027","32.949","19.739","33.355","33.197","32.483","","40.220","47.615","","28.035","39.227","29.370","35.214","58.876","31.062","32.828","25.802","34.718","76.598","30.622","20.782"
"1991",12,"52.354","","41.669","32.949","21.135","33.355","33.137","32.593","","38.057","39.716","","28.107","45.085","29.336","38.287","54.777","31.062","35.016","26.618","36.002","76.598","30.622","20.782"
"1992",1,"52.168","","40.356","32.949","21.258","35.521","33.766","32.777","","37.581","40.424","","28.107","45.291","29.544","36.657","53.728","31.026","35.437","28.967","38.667","76.598","30.622","20.782"
"1992",2,"52.168","","38.589","32.949","21.053","35.873","34.096","33.146","","36.811","42.004","","28.107","46.239","29.544","37.127","53.428","31.026","36.910","29.587","38.667","76.598","30.622","20.782"
"1992",3,"52.230","","38.182","32.949","21.012","35.918","34.096","33.736","","34.758","42.929","","28.107","41.125","28.710","38.193","51.029","31.026","43.265","29.228","38.667","78.152","30.622","20.782"
"1992",4,"53.593","","37.909","32.949","20.930","36.051","34.605","33.846","","35.089","43.692","","28.107","38.980","28.571","40.137","48.631","31.026","44.106","30.630","38.667","81.341","30.622","20.782"
"1992",5,"54.647","","38.499","32.949","21.833","36.051","34.755","34.547","","37.435","45.055","","28.107","39.722","29.266","43.305","46.131","31.026","39.014","32.000","34.965","81.341","30.622","20.782"
"1992",6,"54.709","","39.767","32.949","23.474","36.094","34.875","35.542","","38.974","40.641","","30.368","39.516","29.648","48.542","41.784","31.026","33.963","32.000","33.482","81.341","30.622","21.986"
"1992",7,"54.709","","39.948","32.949","24.541","36.094","34.935","35.911","","39.487","40.206","","27.461","40.341","29.648","52.116","39.935","31.026","34.595","32.000","33.385","81.341","30.622","24.421"
"1992",8,"54.770","","40.129","32.949","25.403","36.051","34.965","36.059","","39.340","43.529","","28.394","40.671","29.648","46.472","39.034","31.026","33.543","32.000","35.951","81.341","31.005","24.421"
"1992",9,"54.709","","41.761","32.949","25.567","36.051","34.965","36.759","","39.524","38.844","","28.645","44.836","33.472","43.461","39.334","31.026","36.826","32.000","40.397","81.341","31.740","24.421"
"1992",10,"54.461","","41.488","32.949","25.115","36.051","35.114","37.017","","38.644","36.120","","26.671","42.279","32.012","43.022","41.033","31.026","36.068","29.261","37.385","81.341","31.772","24.421"
"1992",11,"54.400","","45.565","32.949","26.059","36.138","35.174","37.017","","35.784","38.681","","25.989","41.826","30.309","43.147","42.233","30.990","36.447","19.083","36.941","81.341","31.804","24.421"
"1992",12,"54.338","","50.954","32.949","26.552","37.730","35.324","35.985","","33.438","43.692","","25.953","40.259","30.100","41.078","44.933","30.990","38.005","17.452","39.755","81.341","31.931","24.421"
"1993",1,"54.523","","51.996","32.949","26.141","38.215","35.414","35.985","","33.218","49.357","","25.953","38.815","30.690","39.416","45.632","30.990","38.846","19.898","40.397","81.341","32.188","24.421"
"1993",2,"55.886","","53.627","32.949","26.182","38.039","35.624","35.395","","32.668","44.019","","25.953","36.299","30.864","37.598","45.381","31.777","34.973","20.192","40.397","81.341","32.315","24.421"
"1993",3,"56.319","","54.442","32.949","26.511","38.039","35.684","33.736","","34.538","40.260","","25.953","31.967","30.239","35.402","47.631","36.287","35.310","19.996","40.397","81.341","32.315","24.421"
"1993",4,"57.498","","56.344","32.949","26.757","38.039","35.803","33.736","","37.471","38.952","","25.953","30.772","30.413","33.114","47.531","36.287","34.175","21.301","40.397","81.341","32.315","24.421"
"1993",5,"57.125","","60.691","32.949","27.208","38.083","36.193","33.515","","36.958","41.187","","25.953","30.937","30.169","34.932","44.933","36.287","32.533","22.247","44.151","81.341","32.315","24.421"
"1993",6,"56.567","","71.019","32.949","27.536","38.127","36.672","34.178","","36.518","48.596","","35.286","30.854","30.239","35.183","43.083","36.179","31.228","22.247","41.187","81.341","32.315","24.421"
"1993",7,"56.567","","73.827","32.949","28.111","38.127","37.002","34.584","","36.994","55.786","","35.573","30.772","30.239","36.626","40.884","36.179","31.649","22.247","41.682","81.341","32.315","24.421"
"1993",8,"56.506","","76.907","32.949","28.357","38.127","37.062","35.285","","37.728","52.954","","39.737","31.390","30.239","39.291","40.233","36.179","32.954","22.247","42.768","81.341","32.315","24.421"
"1993",9,"56.506","","94.027","32.949","28.726","38.171","37.062","35.726","","38.057","41.350","","42.825","34.112","35.175","36.563","43.332","36.143","36.868","22.247","42.867","81.341","32.315","24.421"
"1993",10,"56.506","","74.913","32.949","28.808","38.127","37.152","35.616","","37.874","38.027","","43.794","36.009","36.912","35.936","43.332","36.143","34.006","27.238","39.755","81.341","32.154","24.421"
"1993",11,"56.691","","73.375","32.949","30.984","38.127","37.152","35.505","","36.371","40.478","","43.471","33.288","36.182","34.964","42.483","36.143","34.721","25.836","31.410","81.341","32.251","24.421"
"1993",12,"57.372","","75.185","32.949","31.230","38.524","37.152","35.616","","36.114","42.929","","42.645","32.916","35.557","31.514","42.933","36.108","35.226","28.608","30.766","81.341","32.154","24.421"
"1994",1,"59.169","","76.227","32.949","30.819","40.557","37.361","35.579","","36.518","47.070","","42.645","32.214","35.800","29.100","42.833","36.072","37.541","29.455","31.260","81.341","32.154","24.421"
"1994",2,"59.231","","78.718","32.949","30.450","40.557","38.021","35.505","","36.371","49.250","","42.645","33.989","35.904","30.919","48.730","36.036","39.014","29.978","31.260","81.341","31.931","23.342"
"1994",3,"58.488","","79.396","32.949","30.573","40.690","38.560","35.505","","36.481","50.067","","42.645","32.546","35.348","26.874","50.430","36.036","38.761","28.803","31.260","81.341","31.452","23.116"
"1994",4,"58.303","","81.934","32.949","30.696","41.042","38.949","35.616","","37.177","48.867","","42.645","32.874","35.487","23.487","49.780","36.036","36.447","28.183","31.260","81.341","31.452","23.066"
"1994",5,"59.046","","84.425","32.949","30.779","42.104","39.069","35.690","","37.984","46.089","","42.645","35.020","35.870","21.981","54.328","36.000","34.763","28.151","36.200","81.341","31.452","22.940"
"1994",6,"61.339","","84.878","32.949","30.984","42.191","39.099","35.874","","40.074","47.396","","46.917","36.629","35.800","21.731","65.074","36.000","34.342","28.151","39.607","81.341","31.452","23.442"
"1994",7,"60.905","","82.794","32.949","31.353","42.236","39.159","35.948","","39.671","61.507","","47.239","37.825","35.800","24.459","59.676","36.000","33.753","28.151","67.361","81.341","31.452","24.195"
"1994",8,"59.542","","78.672","32.949","31.928","42.367","39.339","35.690","","38.461","61.234","","43.866","36.464","35.800","24.553","57.127","35.965","38.635","28.151","69.583","81.341","31.452","24.697"
"1994",9,"58.427","","61.961","32.949","32.543","42.412","39.279","35.100","","37.104","50.884","","39.881","36.299","35.418","26.184","55.878","35.929","44.653","28.151","72.003","81.341","31.452","25.098"
"1994",10,"58.240","","52.630","32.949","33.939","42.501","39.609","35.469","","37.140","69.787","","31.732","35.308","34.653","25.243","50.830","35.893","44.738","36.926","57.583","81.341","31.452","24.999"
"1994",11,"58.364","","47.920","32.949","37.549","42.501","39.848","35.985","","36.884","63.959","","32.486","36.917","34.584","27.124","51.578","35.893","39.982","32.066","57.830","81.341","31.452","25.475"
"1994",12,"58.799","","46.424","32.949","38.125","42.501","40.118","35.985","","36.408","56.550","","33.420","40.010","34.618","27.688","52.379","35.893","39.897","30.597","57.929","81.341","31.517","25.475"
"1995",1,"60.099","","45.836","32.949","38.370","42.721","40.101","36.022","58.071","36.664","52.900","","33.815","42.569","34.514","28.347","53.029","35.821","41.035","31.054","56.397","81.341","31.709","24.797"
"1995",2,"60.038","","44.750","32.949","38.617","42.854","40.185","36.570","57.957","36.848","59.600","","33.815","42.857","34.757","29.852","52.479","35.786","41.708","32.424","56.397","81.341","31.709","24.797"
"1995",3,"60.099","","44.387","32.949","38.740","43.560","41.786","36.371","56.656","36.811","68.099","","33.815","41.950","34.549","30.480","50.980","35.821","43.433","34.479","56.397","81.341","31.740","25.776"
"1995",4,"60.038","","44.115","32.949","39.643","44.135","41.996","36.311","55.750","36.884","60.581","","33.815","41.662","35.036","30.542","50.980","35.821","44.948","36.567","56.397","81.341","31.740","24.220"
"1995",5,"60.223","","44.070","32.949","41.080","44.223","42.165","36.591","55.637","36.774","55.296","","33.815","41.413","34.584","29.758","49.780","35.821","44.865","36.600","40.644","81.341","31.740","24.722"
"1995",6,"60.842","","43.753","32.949","43.255","44.267","42.249","36.879","55.750","37.801","50.121","","33.815","40.300","34.584","30.574","48.081","35.821","41.876","36.600","38.471","81.994","31.740","24.722"
"1995",7,"62.144","","43.074","32.949","44.444","44.313","42.460","37.125","55.863","38.388","50.448","","38.087","40.506","34.584","30.793","47.931","35.750","38.509","36.600","40.150","81.994","31.740","24.145"
"1995",8,"62.391","","41.850","32.949","43.787","44.356","42.755","37.125","55.807","38.314","50.175","","38.194","40.877","34.584","32.236","50.080","35.750","39.730","36.600","52.202","81.994","31.740","23.868"
"1995",9,"62.020","","41.941","32.949","41.407","44.356","42.755","37.374","55.807","37.911","52.191","","38.733","43.145","37.051","33.803","50.579","35.750","43.054","36.600","67.460","81.994","31.740","25.299"
"1995",10,"62.144","","42.257","32.949","41.284","44.356","42.881","37.347","55.467","36.627","54.535","","36.543","40.506","34.723","32.236","48.230","35.750","44.064","29.130","45.138","81.994","32.123","26.152"
"1995",11,"64.560","","50.592","32.949","40.668","44.754","42.965","37.736","57.901","34.612","52.300","","37.404","39.969","33.993","33.208","48.631","35.750","42.002","23.519","40.990","81.994","32.762","25.776"
"1995",12,"69.021","","56.842","32.949","41.120","46.256","43.260","37.360","58.580","32.301","47.506","","38.877","39.144","34.097","34.462","48.981","35.714","39.813","21.334","42.076","81.994","32.858","26.931"
"1996",1,"70.012","","59.424","32.949","41.571","46.564","43.429","37.879","60.505","32.741","51.701","","38.984","39.062","33.959","32.236","49.530","35.678","39.982","21.986","43.508","81.994","32.889","28.361"
"1996",2,"70.508","","59.559","32.949","42.310","46.742","43.723","37.577","58.920","32.557","58.511","","38.984","40.464","35.523","31.514","49.630","35.607","42.339","22.997","43.508","81.994","32.953","30.771"
"1996",3,"70.260","","59.695","32.949","42.392","46.653","43.976","37.730","56.825","32.594","62.324","","38.984","39.887","34.793","31.734","49.180","35.678","41.581","23.226","43.508","81.994","32.953","28.462"
"1996",4,"71.500","","59.605","32.949","42.638","46.653","44.482","37.621","55.977","32.961","61.398","","38.984","40.589","34.827","34.086","48.981","39.329","42.297","23.747","43.508","81.994","32.953","28.562"
"1996",5,"73.482","","61.416","32.949","42.967","46.610","44.861","37.343","55.863","33.768","52.736","","38.984","39.352","34.514","32.926","48.730","40.331","41.160","23.584","58.126","81.994","32.953","27.683"
"1996",6,"73.729","","61.824","32.949","44.362","46.610","45.493","35.437","56.825","34.171","49.577","","38.984","39.516","34.271","32.832","48.730","40.437","37.878","23.584","53.138","81.994","32.953","27.307"
"1996",7,"72.243","","61.598","32.949","44.649","46.653","45.619","35.074","61.070","35.015","52.736","","46.271","38.897","34.271","32.612","49.131","40.510","39.897","23.584","59.312","81.994","32.953","29.139"
"1996",8,"71.932","","61.688","32.949","44.321","46.610","45.956","35.010","60.109","35.711","51.265","","42.465","37.659","34.271","31.420","49.729","40.473","40.193","23.584","61.287","81.994","32.953","30.469"
"1996",9,"71.995","","61.507","32.949","44.075","46.564","46.335","35.330","58.807","36.408","46.199","","40.707","37.742","39.693","29.320","50.729","40.366","44.906","23.584","58.669","81.994","32.953","32.402"
"1996",10,"71.748","","60.963","32.949","43.501","46.610","46.419","35.591","58.297","36.884","45.708","","41.281","38.072","38.407","28.536","50.280","40.437","42.212","26.325","52.891","81.994","32.953","32.979"
"1996",11,"71.685","","60.738","32.949","41.161","46.610","46.672","35.576","57.957","36.555","45.272","","45.158","37.536","37.608","28.096","48.380","40.366","40.698","25.998","46.866","81.994","32.953","33.758"
"1996",12,"71.561","","60.963","32.949","39.602","46.564","46.714","35.199","57.845","36.334","43.910","","47.634","38.072","37.469","25.274","45.531","40.366","41.244","25.867","48.447","81.994","32.953","33.281"
"1997",1,"71.500","","62.004","32.949","39.314","46.564","46.714","34.724","57.392","36.298","49.903","","48.102","41.165","38.059","23.424","45.632","40.401","42.086","27.565","46.225","81.994","32.953","37.145"
"1997",2,"71.748","","62.639","32.850","39.191","46.521","46.756","34.093","57.165","37.031","54.370","","48.102","44.260","40.840","24.113","46.981","40.401","42.970","29.293","46.225","81.994","32.953","38.100"
"1997",3,"73.234","","63.046","33.015","38.781","46.433","46.798","33.117","56.599","36.371","50.938","","48.102","42.403","37.365","26.340","47.181","40.401","43.349","28.902","46.225","81.994","32.953","36.693"
"1997",4,"74.660","","62.911","34.070","38.452","46.344","46.798","32.466","56.316","36.408","50.557","","48.102","41.662","37.676","27.971","46.831","40.366","43.181","29.293","46.225","81.994","33.209","35.565"
"1997",5,"75.650","","63.908","34.432","38.617","46.344","46.798","32.326","56.259","37.911","46.742","","48.102","41.662","38.267","30.040","46.081","40.366","42.550","29.455","40.397","81.994","36.880","33.155"
"1997",6,"75.712","","73.827","33.838","38.494","46.344","46.798","33.018","56.033","38.791","46.580","","48.102","41.867","38.233","31.357","42.883","40.331","40.277","29.455","46.571","81.994","36.976","34.108"
"1997",7,"76.147","","80.168","34.794","38.247","47.846","46.798","32.703","55.524","40.074","52.027","","52.948","42.444","38.233","31.107","39.284","40.331","39.435","29.455","58.176","81.994","36.976","32.277"
"1997",8,"77.571","","81.844","36.244","38.247","49.216","46.798","32.737","55.580","39.854","53.825","","52.732","42.980","38.233","32.486","41.033","40.331","41.455","29.455","64.151","86.899","36.976","32.152"
"1997",9,"77.199","","78.809","37.068","38.083","49.481","46.798","33.261","55.467","39.304","50.611","","54.850","44.795","43.899","36.219","40.384","40.473","44.653","29.455","57.385","86.899","37.072","32.528"
"1997",10,"75.465","","71.019","36.969","37.591","49.702","46.798","33.618","55.298","40.001","54.425","","55.029","43.682","43.447","37.410","37.435","40.473","44.064","33.763","49.928","86.899","37.072","32.654"
"1997",11,"74.968","","69.206","36.870","36.524","49.702","46.798","33.685","55.128","39.744","51.048","","55.927","41.950","43.204","36.124","41.934","40.331","44.865","28.542","55.953","86.899","37.072","36.067"
"1997",12,"74.968","","72.105","36.903","36.729","49.790","46.798","33.675","55.128","38.681","56.114","","56.322","43.352","43.238","37.692","43.533","40.223","50.377","29.325","56.891","86.899","37.072","59.483"
"1998",1,"76.455","","73.600","40.627","36.852","54.650","54.591","33.521","56.825","38.094","59.328","","56.322","45.167","46.818","41.799","45.581","42.835","61.278","28.902","56.151","86.899","42.245","64.002"
"1998",2,"77.199","","74.460","42.472","36.893","58.140","57.750","33.119","56.996","40.148","62.434","","56.322","44.961","48.347","41.297","45.282","47.595","56.648","28.020","56.151","88.780","46.907","70.502"
"1998",3,"77.199","","75.141","44.086","37.098","60.350","61.499","32.758","57.675","41.505","68.536","","56.322","43.187","49.042","34.462","43.882","47.952","54.880","27.857","56.151","92.622","49.941","56.546"
"1998",4,"77.199","","74.733","46.985","37.344","61.013","61.457","32.994","57.335","41.944","60.690","","56.322","41.701","48.347","31.984","43.882","48.060","51.135","33.404","56.151","92.622","50.164","56.522"
"1998",5,"77.199","","74.506","47.710","37.222","61.013","61.415","32.763","56.825","41.687","60.090","","56.322","40.218","48.383","33.835","43.583","47.917","44.948","35.295","52.151","92.622","50.164","42.919"
"1998",6,"77.633","","74.098","48.271","37.344","60.305","61.415","32.530","56.770","41.137","56.496","","56.322","39.352","48.486","34.776","42.983","47.738","46.253","35.295","47.311","92.622","50.164","42.141"
"1998",7,"79.367","","73.827","48.732","37.632","59.156","61.036","31.463","55.807","40.734","61.888","","57.219","39.352","48.486","32.142","43.732","46.056","45.032","35.295","52.299","92.622","50.164","42.166"
"1998",8,"83.147","","74.143","49.390","37.837","58.892","61.036","29.278","53.317","40.111","57.203","","52.193","39.475","48.486","34.776","46.581","45.376","49.830","35.295","66.274","92.622","50.164","42.014"
"1998",9,"83.519","","74.189","50.016","38.083","58.714","61.036","29.784","52.525","40.111","55.025","","48.209","41.001","49.286","34.713","46.131","45.054","55.259","35.295","74.079","92.622","50.069","42.115"
"1998",10,"82.837","","73.011","50.182","38.125","58.538","60.530","30.215","53.430","39.450","56.604","","49.932","45.579","56.342","34.086","45.832","44.982","52.776","40.221","57.830","92.622","49.877","41.964"
"1998",11,"82.404","","70.973","51.203","39.314","58.538","60.530","30.470","54.109","37.911","59.219","","51.404","50.817","49.181","37.629","48.580","44.982","49.494","34.285","57.731","92.622","48.409","43.948"
"1998",12,"82.590","","70.838","51.894","41.654","58.361","60.488","31.223","54.562","38.570","61.017","","53.342","58.737","47.688","41.423","54.928","44.947","49.956","34.806","52.546","92.622","47.738","42.366"
"1999",1,"82.714","","70.157","52.159","43.008","58.361","60.446","31.809","55.128","38.974","61.507","","52.983","58.903","47.444","40.483","55.828","44.947","50.083","37.677","51.015","92.622","47.674","39.781"
"1999",2,"82.837","","69.931","51.664","44.690","58.361","59.983","33.067","54.562","39.304","64.503","","53.127","62.162","51.094","42.176","56.827","44.947","55.933","43.777","51.015","92.622","46.748","38.752"
"1999",3,"83.024","","68.844","51.137","45.470","57.874","59.730","33.044","54.562","39.304","65.538","","53.163","61.666","51.198","43.273","55.278","44.839","53.828","49.485","51.015","92.622","46.652","38.726"
"1999",4,"83.395","","68.799","51.367","46.004","57.787","59.730","33.429","54.392","39.524","68.208","","53.163","59.232","51.684","47.161","57.577","44.875","54.082","55.748","51.015","92.622","46.588","40.885"
"1999",5,"84.138","","68.618","51.961","46.496","57.743","59.730","33.842","54.165","40.588","60.254","","53.163","53.705","53.040","45.061","58.177","44.696","51.640","56.889","52.398","92.622","44.481","44.901"
"1999",6,"85.253","","68.256","51.763","47.153","57.699","59.730","34.067","54.109","42.054","53.281","","53.055","48.426","53.145","41.234","53.979","44.625","46.800","56.889","53.581","92.622","44.193","44.927"
"1999",7,"86.369","","68.164","51.532","48.383","57.699","59.730","34.442","54.619","42.531","56.986","","52.517","46.982","53.145","39.322","49.680","44.481","42.928","56.889","52.793","92.622","44.193","44.927"
"1999",8,"87.050","","67.939","51.763","48.795","57.566","59.730","37.828","55.580","43.374","61.888","","55.316","49.622","53.145","45.155","49.530","44.517","43.265","56.889","71.460","92.622","44.097","46.081"
"1999",9,"87.297","","68.391","51.993","49.286","57.478","59.688","40.605","55.298","43.887","51.538","","53.773","56.139","60.547","46.879","46.381","44.481","47.894","56.889","69.237","92.622","44.097","48.416"
"1999",10,"87.297","","68.890","52.653","49.369","57.389","59.688","41.317","55.467","43.777","47.670","","52.840","55.355","61.417","44.590","44.083","44.481","41.497","49.648","76.943","92.622","44.193","53.986"
"1999",11,"87.050","","70.611","52.883","50.764","57.433","59.688","42.001","55.298","42.494","45.817","","49.932","57.170","58.288","48.009","44.083","44.554","42.212","35.524","104.104","92.622","47.290","56.044"
