"년","월","곡류_수입","맥류및잡곡_수입","콩류_수입","과실_수입","도축육_수입","가금육_수입","신선어류_수입","냉동수산물_수입","낙농품_수입","수산물가공품_수입","원당_수입","유지_수입","과실및채소가공품_수입","인삼및건강보조식품_수입","농림수산품_수출","농림수산품.1_수출","농산물_수출","채소및과실_수출","과실_수출","수산물_수출","신선수산물_수출","신선어류_수출","냉동건조수산물_수출","냉동수산물_수출","국민총소득.gni.","BillionsOfUSD","AnnualPerGrowth","USDPerCapita","국내공급물가지수.SupplyPriceIndex.","국내총생산.GDP.","GDP기준지출지수","GDP디플레이터","rice","쌀","경상수지","M2","WTI","Dubai","Brent","금","총쌀생산량","경작면적당_생산량.kg.ha."
2006,9,65.31,72.9,60.6,98.39,78.6,0,85.4,79.61,84.78,48.05,96.86,63.42,59.49,0,87.2,87.2,87.19,87.19,87.19,90.32,152.53,152.53,82.86,82.86,1002664.7,1007.5144828635,5.7157,20800,84.69,1.6,5.1,0.1,38973,80.455,3088.4,1098444.2,62.91,57.33,61.37,598.3,6305492,6601
2006,10,65.31,78.61,62.84,95.01,81.29,0,86.08,71.44,84.78,47.62,93.5,65.01,59.38,0,82.66,82.66,81.3,81.3,81.3,86.15,154.57,154.57,77.95,77.95,1002664.7,1007.5144828635,5.7157,20800,83.61,0.8,4.8,-0.1,37432,81.22,2688.4,1110360.9,58.73,56.45,56.97,606.6,6305492,6601
2006,11,65.31,87.13,64.3,84,83.58,0,86.22,70.74,84.78,47.8,92.24,66.52,58.09,0,82.03,82.03,77.01,77.01,77.01,86.94,160.32,160.32,78.14,78.14,1002664.7,1007.5144828635,5.7157,20800,82.78,0.8,4.8,-0.1,36067,80.88,4455.8,1123714.6,63.13,59.1,64.42,648,6305492,6601
2006,12,65.31,85.72,65.74,76.7,84.52,0,93.96,71.94,84.78,47.8,92.21,69.49,62.89,0,86.05,86.05,85.81,85.81,85.81,89.21,158.34,158.34,80.92,80.92,1002664.7,1007.5144828635,5.7157,20800,82.78,0.8,4.8,-0.1,36000,80.626,332.4,1138295.5,61.05,56.71,60.13,636.7,6305492,6601
2007,1,66.79,87.07,69.23,94.5,84.59,0,93.62,71.11,84.78,48.03,88.94,71.38,64.69,0,83.52,83.52,83.22,83.22,83.22,86.62,152.37,152.37,78.74,78.74,1086897.3,1141.0171196838,5.8404,23440,82.29,1.7,4.9,1.7,36000,79.861,214.1,1143814.9,58.14,53.19,57.21,653.2,5961693,6274
2007,2,66.79,89.44,75.94,106.97,84.5,0,95.57,73.62,84.78,47.81,83.02,72.72,70.16,0,83.96,83.96,90.76,90.76,90.76,84.27,139.41,139.41,77.66,77.66,1086897.3,1141.0171196838,5.8404,23440,82.7,1.7,4.9,1.7,36463,80.455,-729,1154108.8,61.79,58.59,60.66,669.35,5961693,6274
2007,3,66.79,91.27,76.61,106.41,81.88,0,96.16,75.04,84.78,47.89,79.09,74.5,70.2,0,84.17,84.17,90.29,90.29,90.29,84.76,130.43,130.43,79.29,79.29,1086897.3,1141.0171196838,5.8404,23440,83.78,1.7,4.9,1.7,37362,81.22,-1160.4,1162429.3,65.87,63.12,68.42,663.79,5961693,6274
2007,4,66.79,92.21,78.28,107.87,79.47,0,100.52,73.73,84.78,47.7,77.56,77.38,71.16,0,85.47,85.47,98.9,98.9,98.9,83.22,125.42,125.42,78.16,78.16,1086897.3,1141.0171196838,5.8404,23440,84.53,1.7,5.9,2.7,37848,81.474,-2240.6,1165291,65.71,64.82,66.99,678.45,5961693,6274
2007,5,66.79,92.3,82.09,107.45,79,0,100.21,72.94,84.78,47.7,74.4,80.3,71.16,0,87.18,87.18,103.25,103.25,103.25,83.95,125.42,125.42,78.99,78.99,1086897.3,1141.0171196838,5.8404,23440,85.02,1.7,5.9,2.7,38281,81.304,-2295.3,1171148.4,64.01,63.05,68.45,660.5,5961693,6274
2007,6,66.79,95.36,83.91,101.92,78.9,0,99.89,72.94,84.78,47.25,70.43,81.65,71.13,0,86.51,86.51,107.61,107.61,107.61,81.28,123.53,123.53,76.22,76.22,1086897.3,1141.0171196838,5.8404,23440,85.02,1.7,5.9,2.7,38600,81.728,1581.5,1190080.2,70.68,66.42,72.82,649.65,5961693,6274
2007,7,66.79,97.87,87.97,94.42,75.75,0,100.7,72.93,84.79,47.84,71.62,85.01,72.44,0,92.93,92.93,107.61,107.61,107.61,90.45,154.99,154.99,82.72,82.72,1086897.3,1141.0171196838,5.8404,23440,85.02,1.2,5.5,2.5,38600,81.728,2569.3,1200892.7,78.21,69.44,77.82,664.3,5961693,6274
2007,8,66.79,105.68,87.04,94.81,76.01,0,101.49,73.26,84.79,48.79,71.23,85.52,73.23,0,94.44,94.44,107.61,107.61,107.61,92.61,154.99,154.99,85.14,85.14,1086897.3,1141.0171196838,5.8404,23440,85.27,1.2,5.5,2.5,38600,81.814,2223.4,1208052.8,74.04,67.72,72.06,673.4,5961693,6274
2007,9,66.79,122.06,99.01,102.26,76.13,0,101.79,72.66,84.79,48.79,68.52,97.36,73.29,0,94.46,94.46,107.61,107.61,107.61,92.64,161.14,161.14,84.43,84.43,1086897.3,1141.0171196838,5.8404,23440,86.18,1.2,5.5,2.5,38329,81.899,4312.6,1219265.1,81.66,76.64,79.4,743.6,5961693,6274
2007,10,75.25,132.51,104.68,108.67,78.78,0,101.66,70.86,84.79,48.79,71.09,101.7,73.4,0,95.62,95.62,107.61,107.61,107.61,94.3,161.14,161.14,86.29,86.29,1086897.3,1141.0171196838,5.8404,23440,86.52,2.2,6.8,2.7,36873,82.662,1914.3,1229742.1,94.53,81.24,90.29,796.59,5961693,6274
2007,11,75.25,135.63,112.56,91.81,80.18,0,106.04,70.42,100.99,48.79,68.77,105.47,74.95,0,96.65,96.65,107.61,107.61,107.61,95.78,161.14,161.14,87.95,87.95,1086897.3,1141.0171196838,5.8404,23440,87.94,2.2,6.8,2.7,36427,84.02,3260.2,1250790.1,88.71,83.9,88.64,783.75,5961693,6274
2007,12,75.25,146.18,122.85,83.25,81.1,0,104.86,70.54,130.93,48.79,71.6,108.97,76.56,0,97.6,97.6,107.61,107.61,107.61,97.13,161.14,161.14,89.46,89.46,1086897.3,1141.0171196838,5.8404,23440,88.77,2.2,6.8,2.7,37411,84.275,822.4,1269522.5,96,89.06,93.89,833.92,5961693,6274
2008,1,75.25,156.22,127.89,88.48,80.43,0,106.26,71.09,130.93,56.94,70.21,114.92,77.77,0,97.01,97.01,101.59,101.59,101.59,98.66,161.14,161.14,91.17,91.17,1154509.7,1170.238862341,3.2999,23860,89.93,0.4,5.8,1.6,38182,84.614,-688.7,1286407.8,91.75,87.18,92.56,925.99,6468281,6912
2008,2,75.25,169.23,139.52,94.19,82.16,0,106.94,72.31,142.66,77.68,75.36,134.52,77.8,0,96.96,96.96,96.74,96.74,96.74,100.5,176.05,176.05,91.45,91.45,1154509.7,1170.238862341,3.2999,23860,91.5,0.4,5.8,1.6,38689,84.783,-2235.2,1309161.7,101.84,94.38,100.15,974.17,6468281,6912
2008,3,75.25,164.6,134,102.77,83.5,0,113.76,73.14,142.66,80.39,79.3,129.69,78.06,0,102.89,102.89,106.73,106.73,106.73,105.05,177.82,177.82,96.33,96.33,1154509.7,1170.238862341,3.2999,23860,94.9,0.4,5.8,1.6,39000,84.954,972.5,1324032.7,101.58,97.81,100.22,916.88,6468281,6912
2008,4,79.87,162.28,126.72,105.19,84.26,0,111.54,70.35,142.06,80.39,82.12,129.93,78.14,0,97.97,97.97,85.38,85.38,85.38,106.42,162.08,162.08,99.76,99.76,1154509.7,1170.238862341,3.2999,23860,97.73,0.5,4.4,3.4,39000,85.633,-2386.5,1339434.9,113.46,106.28,110.61,877.55,6468281,6912
2008,5,84.78,158.32,129.75,106,85.87,0,106.37,70.35,140.48,80.39,87.18,134.86,78.08,0,100.96,100.96,87.04,87.04,87.04,110.05,162.68,162.68,103.75,103.75,1154509.7,1170.238862341,3.2999,23860,102.79,0.5,4.4,3.4,39205,86.057,-1737.8,1356612.9,127.35,119.91,127.08,886.5,6468281,6912
2008,6,84.78,151.88,147.47,100.99,87.83,0,101.62,71.42,138.35,80.85,87.13,133.29,81.42,0,105.74,105.74,85.04,85.04,85.04,117.68,167.24,167.24,111.76,111.76,1154509.7,1170.238862341,3.2999,23860,105.12,0.5,4.4,3.4,40150,86.227,-1143,1369728.1,140,136.65,139.3,925.4,6468281,6912
2008,7,84.78,145.86,152.62,96.61,90.3,0,98,71.42,138.8,82.95,87.13,133.31,81.48,0,108.34,108.34,85.04,85.04,85.04,121.39,172.56,172.56,115.27,115.27,1154509.7,1170.238862341,3.2999,23860,107.03,0.8,4,2.9,40526,86.312,-2261.7,1378914.3,124.08,123.46,123.24,914.07,6468281,6912
2008,8,84.78,143.36,132.84,98.26,87.37,0,80.63,71.42,136.01,88.36,87.13,118.39,81.24,0,106.08,106.08,85.04,85.04,85.04,118.16,181.3,181.3,110.6,110.6,1154509.7,1170.238862341,3.2999,23860,105.21,0.8,4,2.9,41000,86.906,-3845,1386101.1,115.46,109.87,111.98,831.15,6468281,6912
2008,9,84.78,137.8,124.85,98.41,87.01,0,92.41,71.42,136.01,82.53,87.13,112.99,79.47,0,102.12,102.12,87.89,87.89,87.89,111.38,170.46,170.46,104.31,104.31,1154509.7,1170.238862341,3.2999,23860,105.62,0.8,4,2.9,41000,87.5,1469,1395719.2,100.64,90.6,97.44,870.95,6468281,6912
2008,10,84.78,118.59,98.69,101.04,83.99,0,90.12,68.79,136.01,82.33,87.13,99.41,77.85,0,95.9,95.9,80.47,80.47,80.47,105.41,170.49,170.49,97.62,97.62,1154509.7,1170.238862341,3.2999,23860,106.87,-3.3,-1.7,3.4,39782,91.064,3904.5,1403984.2,67.81,55.11,64.4,724.55,6468281,6912
2008,11,104.25,114.52,91.58,97.51,75.22,0,87.2,67.13,134.91,82.09,87.13,89.59,78.14,0,83.53,83.53,65.13,65.13,65.13,93.77,166.52,166.52,85.05,85.05,1154509.7,1170.238862341,3.2999,23860,102.38,-3.3,-1.7,3.4,39400,92.253,2761.1,1426165.1,54.43,49.58,51.73,818.05,6468281,6912
2008,12,103.97,112.88,82.58,90.47,71.87,0,92.35,71.18,111.53,79.19,88.64,85.78,75.4,0,76.57,76.57,57.57,57.57,57.57,86.8,162.02,162.02,77.78,77.78,1154509.7,1170.238862341,3.2999,23860,98.98,-3.3,-1.7,3.4,39400,91.997,6943.8,1436298.3,44.6,37.02,41.76,882.05,6468281,6912
2009,1,111.91,108.64,89.64,94.24,68.85,0,96.01,71.18,80.98,78.42,88.34,92.79,72.7,0,79.23,79.23,55.46,55.46,55.46,91.43,158.02,158.02,83.45,83.45,1203479.8,1086.5426212155,0.6136,22040,98.15,0.1,-1.8,4.3,39400,92.168,175.8,1440275.8,41.68,44.86,44.94,927.85,6502249,7033
2009,2,125.64,107.47,87.4,88.91,65.25,0,91.93,71.57,80.98,77.85,88.52,88.72,73.36,0,78.05,78.05,51.5,51.5,51.5,91.3,137.75,137.75,85.74,85.74,1203479.8,1086.5426212155,0.6136,22040,99.97,0.1,-1.8,4.3,39220,91.403,5013,1457931.3,44.76,44.51,44.91,942.35,6502249,7033
2009,3,125.05,107.97,81.87,95.58,62.97,0,89.68,75.32,80.98,77.76,85.31,89.01,72.07,0,75.83,75.83,53.6,53.6,53.6,87.3,131.6,131.6,82,82,1203479.8,1086.5426212155,0.6136,22040,100.8,0.1,-1.8,4.3,39155,90.555,5786,1470443.1,49.66,47.32,47.74,919.145,6502249,7033
2009,4,125.79,107.89,93.31,105.04,61.35,0,87.78,82.24,78.62,77.8,87.57,95.36,76.68,0,75.99,75.99,53.18,53.18,53.18,87.69,130.31,130.31,82.59,82.59,1203479.8,1086.5426212155,0.6136,22040,98.15,1.3,-1.2,4.1,39000,90.385,3139.2,1482009.7,51.12,49.86,49.1,888.2,6502249,7033
2009,5,125.86,111.73,103.23,104.76,64.51,0,88.91,84.73,78,77.24,86.06,105.15,74.39,0,82.93,82.93,55.45,55.45,55.45,96.73,139.52,139.52,91.62,91.62,1203479.8,1086.5426212155,0.6136,22040,96.57,1.3,-1.2,4.1,38753,89.113,2329.4,1491542.7,66.31,64.09,64.98,979.15,6502249,7033
2009,6,125.8,112.86,113.73,106.18,67.09,0,91.99,84.73,80.37,77.24,90.1,103.74,75.79,0,94.03,94.03,79.61,79.61,79.61,103.07,149.96,149.96,97.46,97.46,1203479.8,1086.5426212155,0.6136,22040,97.82,1.3,-1.2,4.1,37909,85.887,4064.7,1501898.3,69.89,71.93,68.34,926.6,6502249,7033
2009,7,125.8,106.31,107.4,102.72,68.72,0,93.67,80.57,80.37,77.35,93.98,101.85,75.96,0,100.62,100.62,92.04,92.04,92.04,107.6,153.36,153.36,102.13,102.13,1203479.8,1086.5426212155,0.6136,22040,98.73,3,0.9,3.8,37239,87.075,1987.7,1512822.5,69.45,67.24,70.88,954,6502249,7033
2009,8,125.8,103.54,112.13,100.59,70.64,0,97.2,80.9,80.37,76.99,95.86,103.42,76.35,0,102.02,102.02,92.04,92.04,92.04,109.6,155.4,155.4,104.12,104.12,1203479.8,1086.5426212155,0.6136,22040,99.89,3,0.9,3.8,36271,86.481,1169.6,1524879.7,69.96,69.42,68.76,951.25,6502249,7033
2009,9,125.8,100.33,100.39,100.97,73.65,0,94.85,80.63,80.37,75.25,101.35,100.18,79.38,0,95.81,95.81,75.97,75.97,75.97,107.06,159.74,159.74,100.76,100.76,1203479.8,1086.5426212155,0.6136,22040,99.31,3,0.9,3.8,35600,84.699,2197.6,1535279.8,70.61,65.8,67.67,1007.7,6502249,7033
2009,10,125.8,104.98,97.84,106.13,77.26,0,94.62,80.9,82.74,76.12,111.25,101.89,77.45,0,92.25,92.25,66.74,66.74,66.74,105.6,165.09,165.09,98.48,98.48,1203479.8,1086.5426212155,0.6136,22040,98.23,0.7,5.2,2.3,34267,85.802,2512.2,1551319.5,77,77.5,74.4,1045.4,6502249,7033
2009,11,125.8,108.73,105.49,92.89,77.73,0,94.12,81.68,82.74,78.65,116.79,102.26,77.7,0,94.7,94.7,67.42,67.42,67.42,108.85,168.35,168.35,101.72,101.72,1203479.8,1086.5426212155,0.6136,22040,99.31,0.7,5.2,2.3,33219,84.189,3013.8,1564175.8,77.28,77.38,77.91,1179.6,6502249,7033
2009,12,107.96,109.71,106.31,83.61,77.17,0,99.2,87.97,99.32,80.09,118.75,103.81,77.6,0,94.67,94.67,61.63,61.63,61.63,111.08,163.35,163.35,104.82,104.82,1203479.8,1086.5426212155,0.6136,22040,99.81,0.7,5.2,2.3,33200,83.426,1698.6,1570027.1,79.36,78.29,77.2,1096.95,6502249,7033
2010,1,107.59,107.95,99.63,93.18,79.87,0,97.46,85.47,112,87.8,128.85,98.26,77.41,0,89.87,89.87,69.01,69.01,69.01,102.47,169.99,169.99,94.93,94.93,1324586.9,1104.4020539264,7.1262,22290,100.56,2,7.3,3.1,33200,84.022,-1776.4,1574215.8,72.89,71.84,70.46,1080.85,5810817,6514
2010,2,99.93,106.59,93.05,94.63,81.65,0,98.37,85.47,109.27,88.95,135.5,99.36,78.94,0,88.89,88.89,66.92,66.92,66.92,101.76,166.13,166.13,94.56,94.56,1324586.9,1104.4020539264,7.1262,22290,101.07,2,7.3,3.1,33200,82.473,-322.4,1595403.8,79.66,74.33,76.68,1117.6,5810817,6514
2010,3,97.92,106.86,93.68,109.07,84.58,0,100.39,91.5,106.13,87.8,136.82,100.28,78.99,0,97.37,97.37,64.02,64.02,64.02,114.24,162.2,162.2,108.74,108.74,1324586.9,1104.4020539264,7.1262,22290,101.41,2,7.3,3.1,32864,82.392,917.1,1607896.1,83.76,79.05,81.3,1113.25,5810817,6514
2010,4,98.79,106.34,94.37,114.52,86.26,0,102.11,92.65,106.63,91.69,136.83,103.05,79.74,0,105.88,105.88,71.85,71.85,71.85,123.56,152.61,152.61,120.02,120.02,1324586.9,1104.4020539264,7.1262,22290,102.02,1.9,7.9,2.6,32536,82.31,796.9,1621176.9,86.15,85.65,85.99,1179.2,5810817,6514
2010,5,97.95,106.02,93.9,109.85,86.14,0,104.12,95.31,112.93,94.02,137.51,100.92,79.42,0,107.01,107.01,66.43,66.43,66.43,126.73,148.12,148.12,123.99,123.99,1324586.9,1104.4020539264,7.1262,22290,103.5,1.9,7.9,2.6,31684,80.436,6650.4,1630904.7,73.97,73.28,73.74,1216.2,5810817,6514
2010,6,101.73,105.59,94.38,106.91,84.61,0,100.92,96.3,112.93,93.48,120.55,100.71,81.85,0,108.7,108.7,56.81,56.81,56.81,131.94,156,156,128.9,128.9,1324586.9,1104.4020539264,7.1262,22290,104.36,1.9,7.9,2.6,31600,80.436,3751.1,1647981.2,75.63,73.24,73.87,1242.25,5810817,6514
2010,7,99.97,108.88,95.57,102.7,83.34,0,102.52,96.3,108.68,93.83,124.95,103.41,81.85,0,110.76,110.76,54.41,54.41,54.41,135.48,158.64,158.64,132.51,132.51,1324586.9,1104.4020539264,7.1262,22290,104.46,1.2,5.8,2.4,31600,79.865,3549.3,1653057.5,78.95,73.74,78.28,1181,5810817,6514
2010,8,99.36,125.27,104.48,104.92,83.12,0,106.92,96.3,109.74,94.37,125.37,107.52,81.48,0,109.21,109.21,50.77,50.77,50.77,134.44,164.97,164.97,130.7,130.7,1324586.9,1104.4020539264,7.1262,22290,104.25,1.2,5.8,2.4,31377,80.354,3758.1,1653907.2,71.92,72.99,74.31,1247.45,5810817,6514
2010,9,99.36,131.02,108.21,105.86,85.62,0,106.94,96.3,111.84,90.26,118.69,114.73,81.32,0,116.02,116.02,81.34,81.34,81.34,134.61,157.93,157.93,131.64,131.64,1324586.9,1104.4020539264,7.1262,22290,104.75,1.2,5.8,2.4,31100,80.028,4207.4,1659400.1,79.97,77.32,81.42,1308.35,5810817,6514
2010,10,99.36,143.8,117.95,100.25,85.34,0,104.71,96.36,110.8,90.03,137.06,121.69,81.44,0,114.91,114.91,73.82,73.82,73.82,135.34,159.96,159.96,132.23,132.23,1324586.9,1104.4020539264,7.1262,22290,104.81,1.2,6.3,2.9,32146,80.028,4265.4,1669376.6,81.43,80.02,82.63,1359.4,5810817,6514
2010,11,99.36,139.65,118.52,93.34,87.76,0,107.23,96.36,110.8,89.95,173.31,125.87,81.35,0,114.56,114.56,78.13,78.13,78.13,133.57,167.17,167.17,129.51,129.51,1324586.9,1104.4020539264,7.1262,22290,105.6,1.2,6.3,2.9,32800,83.777,3897.5,1679909.9,84.11,84.83,84.91,1386.02,5810817,6514
2010,12,100.4,145.77,122.36,95.12,91.03,0,112.9,99.24,110.8,89.74,182.05,129.52,81.44,0,115.78,115.78,72.96,72.96,72.96,136.79,170.07,170.07,132.76,132.76,1324586.9,1104.4020539264,7.1262,22290,107.29,1.2,6.3,2.9,33396,81.821,-1743.9,1682871.9,91.38,88.54,94.3,1420.78,5810817,6514
2011,1,97.69,150.17,129.38,99.67,97.37,0,111.98,99.24,116.53,89.95,196.15,135.91,83.6,0,115.73,115.73,79.67,79.67,79.67,134.8,172.43,172.43,130.42,130.42,1397534.8,1177.848647579,4.1504,23590,108.35,0.9,5.4,1.1,33895,82.881,-3159.6,1676448.8,92.19,94.07,99.78,1332.8,5615916,6577
2011,2,97.69,159.68,129.38,98.45,95.28,0,114.38,99.24,116.53,89.95,202.83,135.87,83.6,0,119.19,119.19,82.81,82.81,82.81,138.61,164.49,164.49,135.17,135.17,1397534.8,1177.848647579,4.1504,23590,109.65,0.9,5.4,1.1,34576,84.592,1344.9,1674390.5,96.97,107.97,111.94,1411.48,5615916,6577
2011,3,99.13,160.11,125.22,100.94,94.98,0,116.87,110.48,116.53,91,194.96,134.83,84.49,0,118.94,118.94,76.61,76.61,76.61,140.05,177.76,177.76,135.62,135.62,1397534.8,1177.848647579,4.1504,23590,111.84,0.9,5.4,1.1,36043,86.466,-2438.3,1677475.9,106.72,109.47,117.25,1432.3,5615916,6577
2011,4,95.74,165.98,125.91,104.44,94.19,0,124.47,108.22,116.53,91.44,183.49,133.06,85.07,0,120.01,120.01,73.98,73.98,73.98,142.27,163.03,163.03,139.22,139.22,1397534.8,1177.848647579,4.1504,23590,112.33,0.5,3.8,0.5,37366,88.667,-2545.2,1684792.3,113.93,118.65,126.06,1563.7,5615916,6577
2011,5,101.67,159.08,125.78,103.54,94.01,0,121.34,110.83,116.53,93.98,168.62,130.19,85.33,0,122.26,122.26,66.39,66.39,66.39,147.53,167.25,167.25,144.51,144.51,1397534.8,1177.848647579,4.1504,23590,112.26,0.5,3.8,0.5,37600,88.993,-1247.2,1690543,102.7,109.39,116.73,1535.8,5615916,6577
2011,6,101.61,161.24,125.78,96.91,94.22,0,124.75,110.83,113.82,94.7,176.92,128.95,85.33,0,132.1,132.1,86.31,86.31,86.31,155.19,168.11,168.11,152.67,152.67,1397534.8,1177.848647579,4.1504,23590,112.38,0.5,3.8,0.5,37600,90.867,1321.8,1697204.2,95.42,106.33,111.68,1500.35,5615916,6577
2011,7,101.58,153.49,127.41,89.31,95.9,0,121.11,108.22,113.82,95.78,183.57,128.77,84.45,0,125.52,125.52,60.63,60.63,60.63,153.64,170.21,170.21,150.83,150.83,1397534.8,1177.848647579,4.1504,23590,111.93,0.5,3.1,1.4,37600,91.519,3938.8,1705451.5,95.7,111.09,116.81,1627.88,5615916,6577
2011,8,101.61,157.52,127.05,85.95,95.45,0,136.21,108.22,113.82,97.32,179.96,130.02,84.45,0,135.1,135.1,92.8,92.8,92.8,157.42,177.35,177.35,154.3,154.3,1397534.8,1177.848647579,4.1504,23590,112.13,0.5,3.1,1.4,37600,90.623,4470.5,1719437.8,88.81,109.47,115.21,1825.72,5615916,6577
2011,9,100.27,152.93,122.56,92.95,97.07,0,131.83,108.22,113.82,103.17,177.48,126.97,85.2,0,139.49,139.49,101.41,101.41,101.41,160.91,179.19,179.19,157.89,157.89,1397534.8,1177.848647579,4.1504,23590,113.46,0.5,3.1,1.4,37600,91.845,2996.3,1729531.1,79.2,100.93,104.26,1623.97,5615916,6577
2011,10,104.76,148.25,114.33,99.45,95.95,0,123.68,108.22,110.78,105.98,173.83,124.87,85.2,0,136.19,136.19,93.53,93.53,93.53,158.69,189.46,189.46,154.66,154.66,1397534.8,1177.848647579,4.1504,23590,114.09,0.5,2.6,2.1,38750,96.327,3572.4,1742645.4,93.19,105.6,109.52,1714.85,5615916,6577
2011,11,107.99,145.54,112.76,102.78,96.47,0,123.17,100.4,110.78,107.75,170.57,122.28,85.98,0,134.69,134.69,86.67,86.67,86.67,158.63,186.07,186.07,154.87,154.87,1397534.8,1177.848647579,4.1504,23590,113.06,0.5,2.6,2.1,39818,98.691,6645.7,1753296.4,100.36,108.9,111.32,1746.38,5615916,6577
2011,12,103.54,132.4,108.99,99.07,95.43,0,124.27,96.35,110.78,111.11,168.38,120.22,87.35,0,132.47,132.47,81.27,81.27,81.27,157.15,185.5,185.5,153.33,153.33,1397534.8,1177.848647579,4.1504,23590,113.07,0.5,2.6,2.1,40329,99.913,1738.1,1756597.4,98.83,104.84,107.58,1563.7,5615916,6577
2012,1,103.92,137.17,112.99,89.89,95.02,0,123.57,96.35,106.91,118.99,163.09,120.58,87.78,0,130.07,130.07,84.04,84.04,84.04,152.36,188.39,188.39,147.46,147.46,1455170.3,1287.9929634045,2.8207,25660,113.62,0.9,2.4,2.6,40600,99.603,-2288,1757058.7,98.48,109.46,110.77,1737.6,5405155,6365
2012,2,102.33,141.28,119.07,93.81,96.29,0,122.32,95.12,106.91,119.31,165.13,125.67,88.5,0,128.12,128.12,84.62,84.62,84.62,149.24,185.24,185.24,144.34,144.34,1455170.3,1287.9929634045,2.8207,25660,114.08,0.9,2.4,2.6,40781,100.337,-2584,1762988.4,107.07,120.5,123.9,1696.85,5405155,6365
2012,3,102.13,140.93,124.28,100.51,97.46,0,125.02,99.68,106.91,119.31,159.61,130.59,88.81,0,121.25,121.25,87.26,87.26,87.26,137.96,143.87,143.87,137.28,137.28,1455170.3,1287.9929634045,2.8207,25660,115.07,0.9,2.4,2.6,40800,99.408,3580,1773172.9,103.02,120.17,123.81,1668.35,5405155,6365
2012,4,102.13,139.83,131.76,99.53,97.4,0,128.55,98.96,104.34,119.74,154.41,134.25,88.03,0,118.38,118.38,89.15,89.15,89.15,132.89,144.26,144.26,131.44,131.44,1455170.3,1287.9929634045,2.8207,25660,115.24,0.6,2.4,1.8,40800,99.522,-144.8,1777114.7,104.87,116.05,119.67,1664.75,5405155,6365
2012,5,95.35,133.28,129.99,97.88,97.53,0,114.24,98.69,104.34,119.44,148.98,129.64,88.14,0,119.12,119.12,89.65,89.65,89.65,133.74,146.04,146.04,132.16,132.16,1455170.3,1287.9929634045,2.8207,25660,114.42,0.6,2.4,1.8,40800,98.365,5015.8,1784220.5,86.53,101.8,102.08,1560.43,5405155,6365
2012,6,95.35,131.39,130.93,95.7,94.37,0,116.81,90.36,104.34,119.6,153.18,128.88,89.46,0,124.88,124.88,107.56,107.56,107.56,134.01,139.59,139.59,133.38,133.38,1455170.3,1287.9929634045,2.8207,25660,112.33,0.6,2.4,1.8,40800,98.992,6069.3,1796981.5,84.96,92.75,97,1597.4,5405155,6365
2012,7,95.75,140.68,143.09,87.08,94.47,0,121.66,89.13,104.34,119.6,153.16,134.38,89.61,0,128.12,128.12,122.21,122.21,122.21,132.07,140.51,140.51,131.02,131.02,1455170.3,1287.9929634045,2.8207,25660,111.2,0.5,2.3,1,40800,98.528,8375.5,1807289.2,88.06,102.44,105.94,1614.3,5405155,6365
2012,8,95.75,149.62,157.63,83.33,95.32,0,125.06,88.53,104.34,113.41,151.83,134.93,88.45,0,126.71,126.71,122.21,122.21,122.21,129.99,142.03,142.03,128.44,128.44,1455170.3,1287.9929634045,2.8207,25660,111.99,0.5,2.3,1,40750,98.764,1618,1817134.9,96.47,110.47,115.46,1692.01,5405155,6365
2012,9,94.67,148.92,155.18,87.19,97.73,0,124.48,88.53,104.34,114.47,145.9,133.22,88.45,0,119.57,119.57,102.72,102.72,102.72,128.43,145.06,145.06,126.23,126.23,1455170.3,1287.9929634045,2.8207,25660,112.37,0.5,2.3,1,40600,98.316,6484.3,1819290.1,92.19,110.84,113.25,1772.1,5405155,6365
2012,10,94.67,150.17,151.17,86.5,98.6,0,124.23,87.86,104.34,114.47,142.84,127.23,87.74,0,117.23,117.23,100.46,100.46,100.46,126.03,140.9,140.9,124.08,124.08,1455170.3,1287.9929634045,2.8207,25660,111.19,0.5,2.5,-0.3,41190,100.394,7287.6,1822420.9,86.24,106.83,109.41,1720.65,5405155,6365
2012,11,97.82,154.56,143.93,86.03,98.22,0,118.23,84.89,104.34,114.47,140.62,126.92,86.84,0,116.17,116.17,102.74,102.74,102.74,123.44,135.8,135.8,121.84,121.84,1455170.3,1287.9929634045,2.8207,25660,109.97,0.5,2.5,-0.3,42900,103.002,8187.5,1830280.3,88.91,107.92,112.01,1714.8,5405155,6365
2012,12,97.82,149.67,145.46,92.1,98.46,0,119.01,85.52,104.34,114.47,139.67,123.22,87.56,0,115.44,115.44,105.4,105.4,105.4,121.14,139.42,139.42,118.7,118.7,1455170.3,1287.9929634045,2.8207,25660,109.13,0.5,2.5,-0.3,43000,103.947,7189.4,1835556.7,91.82,106.67,111.94,1675.35,5405155,6365
2013,1,102.97,148.3,141.41,93.99,99.17,0,110.67,86.81,103.53,114.47,139.17,124.41,87.56,100,115.27,115.27,107.71,107.71,107.71,119.45,135.71,135.71,117.37,117.37,1510384.9,1360.3566802888,2.7683,26980,108.96,0.9,2.3,0.8,43000,102.529,2752.4,1841128.1,97.49,110.46,116.54,1663.65,5631689,6764
