"기간","자치구","총전입","여성전입","남성전입","총전출","여성전출","남성전출"
2020.08,"서초구",5197,2484,2713,6246,3000,3246
2020.08,"성동구",3286,1662,1624,4036,2003,2033
2020.08,"성북구",4441,2102,2339,5259,2582,2677
2020.08,"송파구",8843,4360,4483,9263,4588,4675
2020.08,"양천구",4844,2389,2455,5454,2742,2712
2020.08,"영등포구",6530,3248,3282,5641,2840,2801
2020.08,"용산구",2977,1464,1513,3067,1517,1550
2020.08,"은평구",6314,2958,3356,5777,2808,2969
2020.08,"종로구",1803,865,938,1986,985,1001
2020.08,"중구",1584,788,796,1592,791,801
2020.08,"중랑구",7098,3519,3579,5602,2783,2819
2020.09,"강남구",7101,3468,3633,8060,3925,4135
2020.09,"강동구",7165,3540,3625,6554,3276,3278
2020.09,"강북구",3456,1714,1742,3934,1914,2020
2020.09,"강서구",7295,3529,3766,8748,4253,4495
2020.09,"관악구",7426,3736,3690,8199,4161,4038
2020.09,"광진구",4323,2067,2256,4939,2452,2487
2020.09,"구로구",5794,2878,2916,5847,2909,2938
2020.09,"금천구",3233,1590,1643,3156,1609,1547
2020.09,"노원구",5260,2585,2675,6486,3239,3247
2020.09,"도봉구",3506,1736,1770,4242,2072,2170
2020.09,"동대문구",4513,2248,2265,4778,2442,2336
2020.09,"동작구",5087,2493,2594,5708,2843,2865
2020.09,"마포구",5736,2621,3115,5867,2766,3101
2020.09,"서대문구",5242,2443,2799,4692,2259,2433
2020.09,"서초구",5666,2715,2951,6978,3349,3629
2020.09,"성동구",3550,1767,1783,4207,2038,2169
2020.09,"성북구",4736,2291,2445,5395,2677,2718
2020.09,"송파구",8411,4050,4361,9534,4616,4918
2020.09,"양천구",4653,2290,2363,5423,2679,2744
2020.09,"영등포구",5978,2965,3013,5653,2834,2819
2020.09,"용산구",3831,1875,1956,3435,1673,1762
2020.09,"은평구",6389,3001,3388,6575,3139,3436
2020.09,"종로구",2038,974,1064,2058,1018,1040
2020.09,"중구",1814,883,931,2011,1000,1011
2020.09,"중랑구",5705,2788,2917,5473,2713,2760
2020.1,"강남구",9327,4500,4827,8464,4025,4439
2020.1,"강동구",6585,3285,3300,6184,3031,3153
2020.1,"강북구",3226,1579,1647,3857,1873,1984
2020.1,"강서구",7423,3614,3809,8375,4118,4257
2020.1,"관악구",6676,3471,3205,8125,4099,4026
2020.1,"광진구",4497,2126,2371,4943,2425,2518
2020.1,"구로구",5061,2511,2550,5311,2641,2670
2020.1,"금천구",2892,1461,1431,2939,1542,1397
2020.1,"노원구",5108,2469,2639,6015,3010,3005
2020.1,"도봉구",3711,1796,1915,4271,2114,2157
2020.1,"동대문구",4057,1990,2067,4631,2381,2250
2020.1,"동작구",4926,2433,2493,5822,2873,2949
2020.1,"마포구",5164,2409,2755,5780,2714,3066
2020.1,"서대문구",4047,1986,2061,4435,2159,2276
2020.1,"서초구",7508,3570,3938,8036,3786,4250
2020.1,"성동구",3714,1793,1921,4456,2192,2264
2020.1,"성북구",4901,2374,2527,5684,2750,2934
2020.1,"송파구",8417,4110,4307,9948,4858,5090
2020.1,"양천구",5045,2449,2596,5628,2743,2885
2020.1,"영등포구",7013,3467,3546,5872,2903,2969
2020.1,"용산구",3590,1798,1792,3363,1657,1706
2020.1,"은평구",5809,2803,3006,6145,2979,3166
2020.1,"종로구",1771,862,909,1988,1012,976
2020.1,"중구",1530,726,804,1681,824,857
2020.1,"중랑구",4790,2369,2421,5147,2586,2561
2020.11,"강남구",7572,3666,3906,7869,3791,4078
2020.11,"강동구",5709,2812,2897,5639,2851,2788
2020.11,"강북구",3316,1643,1673,3900,1909,1991
2020.11,"강서구",7112,3432,3680,7820,3816,4004
2020.11,"관악구",6943,3549,3394,7979,4104,3875
2020.11,"광진구",4295,2080,2215,4645,2244,2401
2020.11,"구로구",4649,2395,2254,5003,2542,2461
2020.11,"금천구",2847,1458,1389,3036,1520,1516
2020.11,"노원구",4770,2377,2393,5519,2749,2770
2020.11,"도봉구",3284,1614,1670,3789,1872,1917
2020.11,"동대문구",3947,1997,1950,4359,2208,2151
2020.11,"동작구",4613,2237,2376,5400,2696,2704
2020.11,"마포구",4873,2335,2538,5475,2617,2858
2020.11,"서대문구",3601,1709,1892,4042,1985,2057
2020.11,"서초구",5746,2776,2970,5911,2809,3102
2020.11,"성동구",3152,1571,1581,3806,1899,1907
2020.11,"성북구",4526,2208,2318,5410,2658,2752
2020.11,"송파구",8892,4300,4592,9423,4615,4808
2020.11,"양천구",4446,2183,2263,5033,2553,2480
2020.11,"영등포구",6825,3438,3387,5558,2817,2741
2020.11,"용산구",3130,1536,1594,3006,1493,1513
2020.11,"은평구",5460,2577,2883,5946,2928,3018
2020.11,"종로구",1755,858,897,1883,941,942
2020.11,"중구",1556,779,777,1701,851,850
2020.11,"중랑구",4544,2258,2286,4897,2484,2413
2020.12,"강남구",8882,4284,4598,9458,4584,4874
2020.12,"강동구",8967,4397,4570,7664,3828,3836
2020.12,"강북구",3587,1728,1859,4002,1954,2048
2020.12,"강서구",7582,3601,3981,9286,4580,4706
2020.12,"관악구",8117,4150,3967,9085,4618,4467
2020.12,"광진구",4851,2297,2554,5457,2597,2860
2020.12,"구로구",4579,2251,2328,5407,2637,2770
2020.12,"금천구",2942,1513,1429,3204,1631,1573
2020.12,"노원구",6707,3272,3435,7327,3649,3678
2020.12,"도봉구",3400,1715,1685,4125,2111,2014
2020.12,"동대문구",4260,2135,2125,4797,2433,2364
2020.12,"동작구",5337,2602,2735,6045,2983,3062
2020.12,"마포구",5313,2441,2872,5810,2744,3066
2020.12,"서대문구",4308,2048,2260,4418,2145,2273
2020.12,"서초구",6483,3132,3351,6850,3293,3557
2020.12,"성동구",3650,1796,1854,4417,2182,2235
2020.12,"성북구",4850,2339,2511,5676,2774,2902
2020.12,"송파구",10198,4881,5317,10834,5262,5572
2020.12,"양천구",5122,2581,2541,5916,2975,2941
2020.12,"영등포구",6979,3450,3529,5825,2898,2927
2020.12,"용산구",3397,1680,1717,3483,1717,1766
2020.12,"은평구",5512,2606,2906,6268,3064,3204
2020.12,"종로구",1889,927,962,1984,984,1000
2020.12,"중구",1661,830,831,1914,960,954
2020.12,"중랑구",4538,2220,2318,4993,2467,2526
2021.01,"강남구",7487,3674,3813,8193,4006,4187
2021.01,"강동구",7743,3872,3871,6421,3216,3205
2021.01,"강북구",2906,1424,1482,3389,1689,1700
2021.01,"강서구",6247,3032,3215,7255,3587,3668
2021.01,"관악구",7286,3669,3617,8112,4114,3998
2021.01,"광진구",4059,1923,2136,4684,2265,2419
2021.01,"구로구",3675,1822,1853,4627,2267,2360
2021.01,"금천구",2551,1297,1254,2652,1371,1281
2021.01,"노원구",5328,2643,2685,6452,3230,3222
2021.01,"도봉구",2601,1293,1308,3486,1758,1728
2021.01,"동대문구",3537,1821,1716,4299,2190,2109
2021.01,"동작구",4646,2262,2384,5464,2695,2769
2021.01,"마포구",4538,2126,2412,4914,2306,2608
2021.01,"서대문구",3507,1693,1814,3940,1833,2107
2021.01,"서초구",5255,2473,2782,5729,2763,2966
2021.01,"성동구",3298,1634,1664,3809,1901,1908
2021.01,"성북구",6304,3158,3146,5743,2810,2933
2021.01,"송파구",8829,4253,4576,9646,4642,5004
2021.01,"양천구",4096,2076,2020,4973,2484,2489
2021.01,"영등포구",5631,2804,2827,5038,2543,2495
2021.01,"용산구",2892,1377,1515,2894,1394,1500
2021.01,"은평구",4490,2084,2406,5063,2502,2561
2021.01,"종로구",1658,824,834,1887,914,973
2021.01,"중구",1585,787,798,1758,873,885
2021.01,"중랑구",4266,2112,2154,4427,2272,2155
2021.02,"강남구",9379,4514,4865,10064,4930,5134
2021.02,"강동구",10196,5008,5188,7406,3687,3719
2021.02,"강북구",3208,1560,1648,4006,1918,2088
2021.02,"강서구",8317,3931,4386,8459,4122,4337
2021.02,"관악구",8358,4230,4128,9133,4583,4550
2021.02,"광진구",4726,2225,2501,5546,2630,2916
2021.02,"구로구",4350,2098,2252,5253,2647,2606
2021.02,"금천구",2600,1396,1204,2934,1559,1375
2021.02,"노원구",6149,3015,3134,7556,3803,3753
2021.02,"도봉구",3151,1534,1617,3946,1993,1953
2021.02,"동대문구",5209,2543,2666,5442,2699,2743
2021.02,"동작구",6461,3171,3290,7176,3504,3672
2021.02,"마포구",5731,2593,3138,6035,2807,3228
2021.02,"서대문구",4599,2153,2446,5176,2436,2740
2021.02,"서초구",6476,3089,3387,7416,3519,3897
2021.02,"성동구",4237,2087,2150,4826,2345,2481
2021.02,"성북구",7351,3553,3798,7051,3376,3675
2021.02,"송파구",10344,4995,5349,12160,5950,6210
2021.02,"양천구",7471,3678,3793,6567,3288,3279
2021.02,"영등포구",6206,3018,3188,6076,3019,3057
2021.02,"용산구",3768,1751,2017,3647,1769,1878
2021.02,"은평구",5008,2325,2683,5895,2834,3061
2021.02,"종로구",2288,1122,1166,2490,1244,1246
2021.02,"중구",1854,911,943,2052,1021,1031
2021.02,"중랑구",4499,2208,2291,5039,2484,2555
2021.03,"강남구",8868,4298,4570,10145,4954,5191
2021.03,"강동구",9942,4826,5116,7823,3876,3947
2021.03,"강북구",3802,1865,1937,4286,2121,2165
2021.03,"강서구",9737,4708,5029,9491,4733,4758
2021.03,"관악구",9971,5001,4970,10248,5193,5055
2021.03,"광진구",5432,2551,2881,5827,2775,3052
2021.03,"구로구",5175,2591,2584,5421,2685,2736
2021.03,"금천구",3388,1732,1656,3440,1766,1674
2021.03,"노원구",6372,3075,3297,7049,3479,3570
2021.03,"도봉구",3754,1831,1923,4319,2122,2197
2021.03,"동대문구",5640,2802,2838,5544,2766,2778
2021.03,"동작구",7245,3504,3741,6856,3326,3530
2021.03,"마포구",6599,3104,3495,6786,3162,3624
2021.03,"서대문구",4930,2252,2678,5090,2455,2635
2021.03,"서초구",6102,2914,3188,7127,3392,3735
2021.03,"성동구",4656,2282,2374,5041,2575,2466
2021.03,"성북구",6761,3180,3581,6949,3386,3563
2021.03,"송파구",10653,5079,5574,12743,6230,6513
2021.03,"양천구",6162,3048,3114,6402,3256,3146
2021.03,"영등포구",6206,3027,3179,6220,3129,3091
2021.03,"용산구",4462,2111,2351,3882,1942,1940
2021.03,"은평구",6021,2859,3162,6651,3231,3420
2021.03,"종로구",2644,1266,1378,2697,1353,1344
2021.03,"중구",1966,949,1017,2144,1075,1069
2021.03,"중랑구",5129,2534,2595,5652,2860,2792
